loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,open_acc,total_acc,issue_d,fico_range_low,fico_range_high,application_type,loan_status,int_rate_dec,term_months,income_to_loan,dti_clipped,risk_band,default_flag
13615,28750.57,60 months,6.49,562.35,A,A5,6,RENT,115415.51,credit_card,MD,19.69,1,50.94,11,18,2023-06-21,763,780,Individual,Fully Paid,0.0649,60,4.014372932432296,19.69,Very High,0
13616,24063.48,36 months,5.76,729.5,A,A2,3,MORTGAGE,202491.26,debt_consolidation,PA,27.48,0,53.46,7,10,2021-01-04,761,773,Individual,Fully Paid,0.0576,36,8.414878479754384,27.48,Very High,0
13617,21262.7,36 months,18.15,770.26,G,G2,7,MORTGAGE,71033.55,home_improvement,OH,15.39,0,2.8,7,16,2022-09-03,586,599,Individual,Fully Paid,0.1815,36,3.340758699506648,15.39,Very Low,0
13618,36142.42,36 months,7.37,1122.01,A,A4,9,RENT,73179.37,small_business,TX,18.01,0,62.71,6,9,2021-08-20,769,774,Individual,Fully Paid,0.0737,36,2.0247501412467677,18.01,Very High,0
13619,18329.11,36 months,10.25,593.59,D,D1,5,RENT,57693.49,car,IN,20.98,1,58.64,3,13,2021-05-07,664,678,Individual,Charged Off,0.1025,36,3.1476427387909176,20.98,Low,1
13620,19701.66,36 months,13.45,668.15,D,D4,10,RENT,33100.22,major_purchase,VA,12.24,0,59.58,10,15,2021-10-18,661,673,Individual,Fully Paid,0.13449999999999998,36,1.6800726436249536,12.24,Low,0
13621,21409.17,60 months,12.21,478.55,C,C1,9,RENT,21783.58,major_purchase,VA,22.83,0,94.12,7,13,2023-08-03,696,714,Individual,Fully Paid,0.12210000000000001,60,1.0174883005740065,22.83,Medium,0
13622,18759.83,36 months,12.88,630.97,D,D3,5,MORTGAGE,73466.58,debt_consolidation,IN,13.24,2,39.7,8,12,2022-07-13,673,680,Individual,Fully Paid,0.1288,36,3.9161644854990687,13.24,Low,0
13623,21840.83,36 months,17.79,787.27,G,G4,2,RENT,43334.43,home_improvement,PA,26.8,1,60.42,0,7,2022-08-07,578,584,Individual,Fully Paid,0.1779,36,1.9841017946662283,26.8,Very Low,0
13624,17743.02,36 months,6.01,539.89,A,A3,0,RENT,39593.72,wedding,IL,26.62,0,28.2,8,9,2021-12-24,759,778,Individual,Fully Paid,0.0601,36,2.2315096302658737,26.62,High,0
13625,15812.4,36 months,13.04,533.06,D,D5,1,RENT,135950.64,medical,WA,29.73,0,77.18,6,10,2023-06-09,668,680,Individual,Fully Paid,0.1304,36,8.597723305760038,29.73,Low,0
13626,26451.48,36 months,12.79,888.62,D,D2,6,MORTGAGE,46066.76,small_business,CA,15.67,0,27.45,11,16,2021-01-18,673,679,Individual,Fully Paid,0.12789999999999999,36,1.7415569941644098,15.67,Low,0
13627,20829.08,60 months,8.38,426.14,B,B2,5,OWN,72269.31,vacation,AZ,27.35,0,15.38,6,11,2022-12-06,727,735,Individual,Fully Paid,0.08380000000000001,60,3.469635240730747,27.35,High,0
13628,25378.32,36 months,12.99,854.96,E,E5,4,MORTGAGE,58386.48,debt_consolidation,IL,18.06,0,22.5,6,9,2023-10-27,641,652,Individual,Fully Paid,0.12990000000000002,36,2.3006440142609916,18.06,Low,0
13629,26216.08,36 months,11.48,864.27,C,C2,1,MORTGAGE,91209.32,small_business,TN,26.95,0,45.71,4,7,2023-12-03,710,718,Individual,Fully Paid,0.1148,36,3.4791364689152613,26.95,Medium,0
13630,22507.66,60 months,8.66,463.56,B,B4,3,MORTGAGE,87243.88,medical,IL,21.6,0,44.76,6,10,2023-10-27,731,736,Individual,Fully Paid,0.0866,60,3.876186151736787,21.6,High,0
13631,22932.49,36 months,14.46,788.97,E,E4,10,MORTGAGE,33026.67,major_purchase,NC,19.02,0,36.14,6,10,2021-12-16,635,653,Individual,Fully Paid,0.1446,36,1.4401693841357828,19.02,Very Low,0
13632,31797.25,36 months,17.07,1134.8,F,F2,7,OTHER,23661.76,debt_consolidation,AZ,27.35,0,79.37,9,14,2021-03-06,619,625,Individual,Charged Off,0.1707,36,0.7441448552940898,27.35,Very Low,1
13633,20632.6,36 months,5.91,626.8,A,A1,10,MORTGAGE,70665.4,vacation,TN,11.1,1,60.62,6,17,2021-10-23,752,759,Individual,Fully Paid,0.0591,36,3.424939173928637,11.1,High,0
13634,20958.17,60 months,12.39,470.37,D,D2,8,MORTGAGE,48240.64,moving,MO,18.79,0,99.81,1,5,2021-06-11,673,684,Individual,Fully Paid,0.12390000000000001,60,2.3017582164855046,18.79,Low,0
13635,22391.86,60 months,7.49,448.62,B,B5,6,OWN,99143.27,vacation,IL,24.49,1,84.5,5,12,2023-08-07,737,754,Individual,Fully Paid,0.07490000000000001,60,4.427647814875584,24.49,High,0
13636,30332.1,36 months,5.81,920.09,A,A2,9,MORTGAGE,51288.44,vacation,MO,5.16,0,12.23,9,15,2021-07-25,767,784,Individual,Fully Paid,0.0581,36,1.6908964430421898,5.16,Very High,0
13637,20125.23,36 months,8.61,636.36,B,B3,5,MORTGAGE,77743.47,small_business,MI,13.34,0,36.52,4,18,2022-08-13,720,737,Individual,Fully Paid,0.0861,36,3.862985416812628,13.34,Medium,0
13638,31743.93,36 months,14.1,1086.44,E,E5,10,MORTGAGE,86129.34,wedding,NC,14.88,0,30.36,15,23,2021-02-07,631,648,Individual,Fully Paid,0.141,36,2.713253840970541,14.88,Very Low,0
13639,17244.49,36 months,6.18,526.04,A,A5,10,RENT,36399.8,other,WA,8.76,0,48.94,17,25,2023-05-01,766,777,Individual,Fully Paid,0.061799999999999994,36,2.1108075680985636,8.76,Very High,0
13640,22203.32,36 months,5.8,673.45,A,A3,7,MORTGAGE,89792.48,other,WI,15.62,1,56.58,6,10,2023-12-23,766,779,Individual,Fully Paid,0.057999999999999996,36,4.044101512746742,15.62,Very High,0
13641,27461.95,36 months,10.19,888.53,D,D3,1,MORTGAGE,62416.92,house,VA,31.67,0,31.63,12,20,2022-08-01,672,678,Individual,Fully Paid,0.10189999999999999,36,2.272850981084737,31.67,Low,0
13642,19632.88,60 months,11.3,429.81,C,C4,2,MORTGAGE,47853.74,other,OH,23.74,0,24.15,6,12,2022-03-01,709,725,Individual,Fully Paid,0.113,60,2.4374284363781573,23.74,Medium,0
13643,20201.94,36 months,5.19,607.21,A,A1,3,RENT,32509.54,house,CA,13.76,0,66.37,7,13,2022-07-23,768,783,Individual,Fully Paid,0.0519,36,1.6092286186376161,13.76,Very High,0
13644,18312.81,36 months,8.9,581.47,B,B1,4,MORTGAGE,21191.65,car,MO,24.64,0,32.97,16,27,2024-03-20,739,757,Individual,Fully Paid,0.08900000000000001,36,1.1572036186691175,24.64,High,0
13645,20710.38,60 months,12.03,460.99,D,D2,7,OWN,48518.57,small_business,GA,27.27,0,14.13,10,14,2021-03-18,665,678,Individual,Fully Paid,0.12029999999999999,60,2.342717516530358,27.27,Low,0
13646,25532.37,36 months,12.45,853.59,D,D4,5,MORTGAGE,63770.64,moving,TN,10.33,0,38.65,7,15,2023-11-08,669,683,Individual,Fully Paid,0.1245,36,2.4976388795869715,10.33,Low,0
13647,38295.71,36 months,11.8,1268.29,D,D4,5,OWN,71111.2,major_purchase,OH,20.33,2,38.58,10,10,2023-02-25,674,689,Individual,Fully Paid,0.11800000000000001,36,1.8568972869284837,20.33,Low,0
13648,24473.42,60 months,5.63,468.96,A,A3,5,RENT,55613.13,debt_consolidation,TX,18.91,1,29.25,7,14,2021-07-21,761,779,Individual,Fully Paid,0.056299999999999996,60,2.2723889836402105,18.91,Very High,0
13649,24578.14,60 months,9.04,510.65,C,C1,2,MORTGAGE,113106.86,credit_card,WI,17.45,0,56.77,4,10,2021-09-28,708,714,Individual,Fully Paid,0.0904,60,4.601929193991083,17.45,Medium,0
13650,36550.43,36 months,13.32,1237.08,D,D2,2,RENT,98529.9,other,NY,19.03,1,40.62,8,14,2021-10-24,662,675,Individual,Fully Paid,0.1332,36,2.695724783538798,19.03,Low,0
13651,16726.95,60 months,8.76,345.3,B,B5,4,MORTGAGE,54417.2,small_business,WI,23.25,0,12.42,6,13,2021-05-02,722,737,Individual,Fully Paid,0.0876,60,3.2532649407094536,23.25,High,0
13652,32509.91,36 months,8.48,1025.97,B,B1,6,OWN,60630.06,house,IL,14.0,0,33.76,11,21,2023-11-23,733,746,Individual,Fully Paid,0.0848,36,1.8649716348030492,14.0,High,0
13653,22252.56,36 months,10.78,726.16,C,C2,0,MORTGAGE,58046.31,vacation,GA,19.3,0,34.79,7,12,2023-07-27,707,727,Individual,Fully Paid,0.10779999999999999,36,2.6085227946807015,19.3,Medium,0
13654,24943.49,36 months,8.44,786.74,B,B1,2,MORTGAGE,68105.88,credit_card,FL,1.73,0,57.75,12,17,2023-09-22,729,736,Individual,Fully Paid,0.08439999999999999,36,2.7304070120099473,1.73,High,0
13655,27557.91,36 months,6.88,849.34,B,B4,8,OWN,84488.44,moving,IN,18.06,0,44.78,5,11,2023-07-12,728,737,Individual,Fully Paid,0.0688,36,3.0658507847656082,18.06,High,0
13656,32069.96,36 months,16.61,1137.24,F,F5,3,MORTGAGE,111130.71,other,NY,2.94,0,55.46,2,5,2022-02-11,609,616,Individual,Fully Paid,0.1661,36,3.4652587655238736,2.94,Very Low,0
13657,22361.03,36 months,9.6,717.3,C,C3,9,MORTGAGE,37131.7,small_business,VA,15.3,0,40.75,12,18,2022-12-09,691,697,Individual,Fully Paid,0.096,36,1.6605540979105167,15.3,Medium,0
13658,31685.62,36 months,12.53,1060.51,D,D2,0,RENT,47387.6,major_purchase,WI,8.44,0,63.54,8,12,2022-08-16,679,691,Individual,Fully Paid,0.1253,36,1.4955553970539317,8.44,Low,0
13659,20011.24,36 months,5.38,603.14,A,A3,10,MORTGAGE,81234.09,vacation,GA,17.93,0,109.37,16,24,2024-01-18,751,758,Individual,Fully Paid,0.0538,36,4.059423104215431,17.93,High,0
13660,23220.11,60 months,9.94,492.65,D,D1,4,MORTGAGE,37098.64,vacation,FL,11.34,0,50.61,8,13,2021-04-15,671,688,Individual,Fully Paid,0.09939999999999999,60,1.5976944123003722,11.34,Low,0
13661,24191.13,36 months,9.56,775.55,C,C3,7,MORTGAGE,48618.49,home_improvement,IN,12.21,1,49.24,8,12,2021-01-25,691,701,Individual,Fully Paid,0.0956,36,2.009765149457673,12.21,Medium,0
13662,32283.38,36 months,15.53,1127.58,F,F2,6,RENT,125768.78,medical,WA,18.84,0,29.34,10,16,2021-12-17,603,609,Individual,Charged Off,0.1553,36,3.895774853810227,18.84,Very Low,1
13663,19095.62,36 months,11.42,628.94,C,C1,7,RENT,108912.12,house,WI,14.95,1,58.83,5,5,2021-08-17,694,700,Individual,Fully Paid,0.1142,36,5.703513161656966,14.95,Medium,0
13664,20643.68,36 months,12.77,693.25,D,D2,7,RENT,71602.8,moving,NC,19.35,0,99.35,11,14,2022-03-01,679,690,Individual,Charged Off,0.1277,36,3.4685094905559475,19.35,Low,1
13665,15132.2,36 months,11.0,495.41,B,B1,8,OWN,63143.29,house,GA,8.97,0,33.45,10,19,2023-07-22,730,742,Individual,Fully Paid,0.11,36,4.172776595604076,8.97,High,0
13666,22846.79,36 months,10.11,738.34,C,C2,0,OWN,40094.23,small_business,OH,14.49,1,27.02,4,4,2023-10-19,700,707,Individual,Charged Off,0.1011,36,1.7549174304136381,14.49,Medium,1
13667,37073.35,36 months,15.91,1301.76,F,F5,4,MORTGAGE,73004.4,credit_card,FL,23.25,0,21.2,13,19,2021-05-09,616,623,Individual,Fully Paid,0.1591,36,1.969188109518023,23.25,Very Low,0
13668,40000.0,36 months,11.88,1326.19,D,D2,6,OWN,89264.34,moving,NJ,19.58,0,22.99,0,8,2022-02-11,666,672,Individual,Fully Paid,0.1188,36,2.2316085,19.58,Low,0
13669,27401.09,36 months,12.03,910.49,D,D1,8,RENT,39871.86,vacation,WI,16.71,1,0.88,6,10,2022-02-15,668,688,Individual,Fully Paid,0.12029999999999999,36,1.4551194861226324,16.71,Low,0
13670,40000.0,36 months,14.14,1369.8,E,E3,9,OWN,70728.77,vacation,AZ,8.82,1,15.21,14,19,2023-05-21,637,642,Individual,Fully Paid,0.1414,36,1.76821925,8.82,Very Low,0
13671,28735.31,60 months,15.37,689.13,F,F4,5,RENT,22929.38,house,MA,18.06,0,8.45,6,8,2022-04-16,618,626,Individual,Charged Off,0.1537,60,0.7979513706307675,18.06,Very Low,1
13672,23958.62,36 months,7.82,748.79,B,B3,6,RENT,106197.12,car,MA,13.07,0,25.26,10,16,2023-09-28,725,744,Individual,Fully Paid,0.0782,36,4.432522407384065,13.07,High,0
13673,22611.7,60 months,7.44,452.45,B,B4,7,RENT,39090.59,small_business,IL,10.2,0,73.4,10,13,2022-02-07,729,748,Individual,Fully Paid,0.07440000000000001,60,1.7287771374996128,10.2,High,0
13674,24257.22,36 months,10.05,783.23,C,C3,9,MORTGAGE,100344.85,house,IN,12.22,2,35.37,6,11,2022-06-22,694,706,Individual,Fully Paid,0.1005,36,4.136700330870561,12.22,Medium,0
13675,29669.16,36 months,19.74,1098.75,G,G2,7,MORTGAGE,70951.92,moving,CA,13.33,0,17.29,4,9,2023-03-12,576,596,Individual,Fully Paid,0.1974,36,2.391436764640455,13.33,Very Low,0
13676,22604.9,60 months,11.23,494.03,C,C3,6,RENT,152829.3,debt_consolidation,NC,14.62,0,18.68,2,10,2023-08-29,697,702,Individual,Fully Paid,0.11230000000000001,60,6.760892549845386,14.62,Medium,0
13677,36338.36,36 months,11.12,1191.66,B,B2,1,RENT,101557.89,house,AZ,19.27,0,42.79,9,13,2022-08-09,724,735,Individual,Fully Paid,0.1112,36,2.794784629796171,19.27,High,0
13678,28151.65,60 months,10.2,600.85,C,C3,1,MORTGAGE,161903.25,home_improvement,FL,9.96,0,33.7,6,12,2023-04-09,700,706,Individual,Fully Paid,0.102,60,5.751110503291992,9.96,Medium,0
13679,18573.79,36 months,7.36,576.53,A,A4,4,MORTGAGE,47824.35,wedding,WA,11.93,1,50.18,5,6,2022-10-09,761,769,Individual,Fully Paid,0.0736,36,2.574829908166292,11.93,Very High,0
13680,27381.1,60 months,7.79,552.42,B,B1,3,RENT,38392.75,small_business,NY,7.21,1,77.74,6,7,2021-03-27,730,737,Individual,Fully Paid,0.0779,60,1.4021624405155382,7.21,High,0
13681,28484.55,36 months,6.59,874.25,A,A4,0,RENT,79916.4,vacation,IL,17.88,0,32.96,16,19,2023-10-23,762,767,Individual,Fully Paid,0.0659,36,2.805605143841135,17.88,Very High,0
13682,16312.08,36 months,5.83,494.98,A,A3,2,MORTGAGE,35814.24,wedding,IN,25.47,0,1.86,11,15,2022-05-04,758,776,Individual,Fully Paid,0.0583,36,2.195565495019642,25.47,High,0
13683,33425.4,36 months,14.25,1146.51,D,D5,9,MORTGAGE,212121.18,medical,WA,20.1,0,27.45,5,12,2024-02-13,661,666,Individual,Fully Paid,0.1425,36,6.346107451219731,20.1,Low,0
13684,29246.72,36 months,7.99,916.36,B,B3,8,MORTGAGE,132712.09,credit_card,WI,5.82,0,65.46,3,4,2023-03-30,720,739,Individual,Fully Paid,0.0799,36,4.5376743101448636,5.82,Medium,0
13685,25630.37,36 months,7.44,796.6,B,B1,3,MORTGAGE,46846.18,wedding,FL,2.72,0,44.82,9,15,2021-08-26,726,741,Individual,Fully Paid,0.07440000000000001,36,1.8277605824652552,2.72,High,0
13686,36451.35,60 months,10.35,780.69,C,C4,3,MORTGAGE,36958.79,moving,TN,37.23,0,14.7,3,10,2022-08-24,700,717,Joint,Fully Paid,0.1035,60,1.0139210207578047,37.23,Medium,0
13687,30025.62,60 months,7.59,602.91,B,B5,3,MORTGAGE,67284.56,house,NC,23.61,0,23.47,8,8,2021-12-06,739,759,Individual,Fully Paid,0.0759,60,2.240904933853156,23.61,High,0
13688,22176.19,60 months,12.14,494.9,C,C3,9,MORTGAGE,61404.76,major_purchase,IN,18.3,0,35.09,13,15,2023-11-26,701,706,Individual,Fully Paid,0.12140000000000001,60,2.768949941356022,18.3,Medium,0
13689,24217.5,60 months,8.41,495.85,B,B4,7,OWN,30966.03,credit_card,OH,24.85,0,54.18,14,16,2023-01-03,739,756,Individual,Fully Paid,0.08410000000000001,60,1.2786633632703623,24.85,High,0
13690,31692.67,36 months,8.15,995.27,A,A5,2,MORTGAGE,77608.62,home_improvement,IN,16.66,2,54.13,1,2,2021-05-15,760,775,Individual,Fully Paid,0.0815,36,2.4487876849757373,16.66,High,0
13691,23024.59,36 months,12.31,768.14,D,D4,8,RENT,64886.72,small_business,MO,17.79,0,54.77,10,10,2022-12-26,669,680,Individual,Fully Paid,0.1231,36,2.8181487705101373,17.79,Low,0
13692,20201.87,60 months,6.31,393.49,A,A2,9,OTHER,199640.16,credit_card,MA,11.21,0,28.59,0,10,2021-09-10,769,776,Individual,Fully Paid,0.06309999999999999,60,9.882261394613469,11.21,Very High,0
13693,25192.91,36 months,8.34,793.46,B,B5,4,RENT,82244.36,small_business,PA,16.0,0,64.43,4,6,2022-12-25,730,742,Individual,Fully Paid,0.0834,36,3.264583567360817,16.0,High,0
13694,22214.77,36 months,8.34,699.63,B,B3,1,OWN,115546.2,home_improvement,MO,19.05,1,20.76,6,10,2022-01-30,725,730,Individual,Fully Paid,0.0834,36,5.201323263756501,19.05,High,0
13695,40000.0,36 months,8.74,1267.12,B,B1,1,MORTGAGE,92227.88,credit_card,PA,16.02,0,65.95,9,15,2022-07-11,727,736,Individual,Fully Paid,0.0874,36,2.3056970000000003,16.02,High,0
13696,33041.32,36 months,8.57,1044.17,B,B4,10,MORTGAGE,88294.21,car,TX,16.48,2,73.04,10,13,2021-10-02,730,742,Individual,Fully Paid,0.0857,36,2.672236157635349,16.48,High,0
13697,40000.0,60 months,7.33,798.24,B,B1,5,MORTGAGE,48381.32,house,IN,4.43,0,0.0,7,12,2022-07-22,729,749,Individual,Fully Paid,0.0733,60,1.209533,4.43,High,0
13698,31921.9,36 months,8.12,1002.12,B,B1,2,RENT,40212.79,debt_consolidation,IL,25.02,0,6.56,11,19,2022-03-14,732,743,Individual,Fully Paid,0.0812,36,1.259724201880214,25.02,High,0
13699,23569.86,36 months,5.8,714.94,A,A2,6,RENT,87133.73,house,CA,22.32,0,86.49,12,12,2022-04-14,751,758,Individual,Fully Paid,0.057999999999999996,36,3.69682849198086,22.32,High,0
13700,16595.2,60 months,13.59,382.61,E,E2,7,RENT,43616.1,house,NY,5.15,0,9.01,3,3,2022-05-12,636,650,Individual,Fully Paid,0.1359,60,2.62823587543386,5.15,Very Low,0
13701,25636.99,60 months,6.51,501.68,B,B1,10,RENT,42150.91,credit_card,MA,12.7,1,48.03,9,14,2021-08-20,738,754,Joint,Fully Paid,0.06509999999999999,60,1.644144261865375,12.7,High,0
13702,16858.26,36 months,4.73,503.19,A,A5,0,RENT,81012.2,car,CA,5.33,1,60.64,5,5,2023-04-16,767,786,Individual,Fully Paid,0.0473,36,4.805490009051943,5.33,Very High,0
13703,16662.13,60 months,9.72,351.75,C,C2,1,MORTGAGE,36702.97,small_business,CA,28.37,0,45.275000000000006,11,14,2023-09-07,706,714,Joint,Fully Paid,0.09720000000000001,60,2.2027777961161026,28.37,Medium,0
13704,29923.28,36 months,5.76,907.05,A,A5,6,OWN,155510.0,medical,WI,29.49,0,34.0,12,13,2023-09-08,757,765,Individual,Fully Paid,0.0576,36,5.196957018080906,29.49,High,0
13705,19643.18,36 months,13.49,666.51,D,D1,10,RENT,44090.62,home_improvement,NY,19.31,0,32.5,9,13,2023-03-03,662,679,Individual,Fully Paid,0.1349,36,2.244576489142797,19.31,Low,0
13706,18606.27,36 months,5.49,561.75,A,A3,3,MORTGAGE,19269.74,moving,AZ,17.67,0,79.94,12,14,2023-03-10,755,762,Individual,Fully Paid,0.054900000000000004,36,1.0356584097726198,17.67,High,0
13707,21810.13,36 months,8.57,689.15,C,C1,5,RENT,104243.41,home_improvement,MI,23.77,0,43.39,6,10,2023-05-15,690,697,Individual,Fully Paid,0.0857,36,4.779586825021217,23.77,Medium,0
13708,29599.41,36 months,14.79,1022.97,F,F5,0,MORTGAGE,111923.3,debt_consolidation,OH,24.55,1,34.36,14,14,2021-04-11,619,624,Joint,Charged Off,0.1479,36,3.7812679374352394,24.55,Very Low,1
13709,23008.25,36 months,7.95,720.49,B,B4,7,MORTGAGE,62148.08,credit_card,WI,30.03,0,51.44,4,7,2022-02-24,730,748,Joint,Fully Paid,0.0795,36,2.701121554225115,30.03,High,0
13710,28170.86,36 months,8.84,893.79,B,B4,0,MORTGAGE,66500.16,house,OH,28.08,0,49.73,10,13,2021-05-05,739,744,Individual,Fully Paid,0.08839999999999999,36,2.3606009898171374,28.08,High,0
13711,29836.23,60 months,13.03,679.3,D,D5,3,RENT,46744.8,small_business,FL,22.4,0,76.28,9,13,2022-06-20,679,688,Individual,Fully Paid,0.1303,60,1.5667126845449308,22.4,Low,0
13712,19257.68,36 months,15.87,675.83,F,F2,7,RENT,126928.57,wedding,GA,17.89,0,47.48,10,10,2021-05-07,617,633,Individual,Fully Paid,0.15869999999999998,36,6.5910623709605725,17.89,Very Low,0
13713,36040.26,36 months,12.01,1197.31,C,C3,4,RENT,58253.31,house,OH,14.11,0,45.48,5,8,2024-03-15,704,720,Individual,Fully Paid,0.1201,36,1.6163398932194162,14.11,Medium,0
13714,19375.85,36 months,11.53,639.21,D,D3,6,OTHER,57693.49,home_improvement,IN,24.34,0,26.85,12,12,2023-05-23,666,680,Individual,Charged Off,0.1153,36,2.977597886028226,24.34,Low,1
13715,18122.8,60 months,6.84,357.5,B,B4,7,RENT,48777.34,moving,AZ,13.49,0,62.73,14,23,2024-01-17,722,729,Individual,Fully Paid,0.0684,60,2.6914902774405722,13.49,High,0
13716,40000.0,60 months,11.62,882.19,D,D2,1,MORTGAGE,87915.19,car,NY,19.54,1,45.255,12,15,2022-05-31,666,686,Individual,Fully Paid,0.1162,60,2.1978797500000002,19.54,Low,0
13717,22845.22,60 months,6.88,451.07,B,B4,7,RENT,120091.27,major_purchase,MO,12.89,0,21.24,11,14,2021-11-17,736,750,Joint,Fully Paid,0.0688,60,5.256735106950162,12.89,High,0
13718,34136.83,60 months,11.63,753.07,D,D3,6,MORTGAGE,87898.44,car,MO,6.28,0,0.0,6,12,2023-04-19,668,681,Individual,Fully Paid,0.11630000000000001,60,2.574885834449186,6.28,Low,0
13719,26470.87,36 months,5.78,802.64,A,A4,2,MORTGAGE,60494.77,home_improvement,MI,20.03,0,86.91,20,26,2022-11-19,762,767,Individual,Fully Paid,0.057800000000000004,36,2.2853336516706855,20.03,Very High,0
13720,27364.49,36 months,11.65,904.32,C,C2,2,RENT,74393.23,moving,GA,25.29,0,66.0,11,18,2023-02-27,690,707,Individual,Fully Paid,0.1165,36,2.718604658811474,25.29,Medium,0
13721,19471.3,36 months,7.02,601.39,B,B5,7,RENT,35018.25,home_improvement,MI,9.95,0,11.04,8,15,2022-07-07,723,733,Individual,Fully Paid,0.0702,36,1.7984546486367115,9.95,High,0
13722,24397.75,60 months,14.07,568.52,D,D1,6,RENT,49611.57,credit_card,NJ,11.87,0,18.97,0,7,2021-12-03,676,682,Individual,Fully Paid,0.1407,60,2.033448576200674,11.87,Low,0
13723,39004.96,36 months,12.38,1302.59,D,D5,10,RENT,38133.22,home_improvement,OH,21.05,1,7.84,5,8,2023-06-27,663,680,Individual,Fully Paid,0.12380000000000001,36,0.9776505347012278,21.05,Low,0
13724,22678.06,36 months,15.96,796.88,E,E4,1,MORTGAGE,174641.55,vacation,NC,14.86,0,49.32,12,12,2024-03-19,634,644,Individual,Fully Paid,0.15960000000000002,36,7.700903428247389,14.86,Very Low,0
13725,30292.0,36 months,18.91,1109.02,G,G2,1,MORTGAGE,34251.1,moving,GA,19.42,0,58.94,7,17,2024-02-10,582,593,Individual,Fully Paid,0.1891,36,1.1306978740261455,19.42,Very Low,0
13726,27732.17,60 months,9.48,582.15,C,C5,6,RENT,91208.48,wedding,WI,20.41,0,34.31,6,14,2021-11-26,697,705,Individual,Fully Paid,0.09480000000000001,60,3.2889052677810646,20.41,Medium,0
13727,23205.93,36 months,11.71,767.52,D,D5,5,RENT,111662.97,other,TX,30.69,2,38.45,11,17,2023-11-27,676,681,Individual,Fully Paid,0.11710000000000001,36,4.8118291316055855,30.69,Low,0
13728,18539.27,60 months,5.88,357.39,A,A5,2,RENT,116437.74,home_improvement,NY,26.91,0,0.0,5,11,2022-04-18,766,783,Individual,Fully Paid,0.0588,60,6.280600045201348,26.91,Very High,0
13729,25740.5,60 months,13.67,594.57,E,E4,2,MORTGAGE,39283.02,other,TX,26.77,0,34.98,9,19,2023-11-20,631,642,Individual,Fully Paid,0.1367,60,1.526117208290437,26.77,Very Low,0
13730,24354.72,36 months,13.63,827.98,D,D3,4,RENT,170453.56,major_purchase,FL,26.38,0,81.09,12,17,2021-03-08,663,672,Individual,Charged Off,0.1363,36,6.998789557014,26.38,Low,1
13731,16733.78,60 months,9.66,352.79,C,C5,2,OWN,47943.77,credit_card,MA,21.32,1,19.65,6,9,2023-04-21,707,715,Joint,Fully Paid,0.0966,60,2.865089059375706,21.32,Medium,0
13732,26091.38,36 months,8.15,819.41,C,C2,5,RENT,55207.92,wedding,GA,25.51,0,46.15,5,11,2022-01-14,707,716,Joint,Fully Paid,0.0815,36,2.115944806292346,25.51,Medium,0
13733,35683.94,36 months,11.78,1181.51,D,D1,2,RENT,142665.17,home_improvement,MI,25.21,0,68.1,10,13,2021-12-06,677,691,Individual,Fully Paid,0.11779999999999999,36,3.9980217991623124,25.21,Low,0
13734,11651.75,36 months,13.79,397.02,E,E2,3,RENT,69979.73,major_purchase,TN,2.2,0,54.95,11,18,2023-01-11,634,643,Individual,Fully Paid,0.1379,36,6.005941596755852,2.2,Very Low,0
13735,28169.65,36 months,13.77,959.65,E,E5,6,MORTGAGE,55539.59,small_business,IN,21.94,1,68.86,4,9,2023-10-29,650,665,Individual,Fully Paid,0.1377,36,1.9716109358831222,21.94,Low,0
13736,11493.61,36 months,10.09,371.33,C,C5,9,MORTGAGE,65336.96,wedding,MD,30.11,2,63.57,7,8,2021-09-28,690,698,Individual,Fully Paid,0.1009,36,5.684633461549504,30.11,Medium,0
13737,35216.91,60 months,10.28,753.18,C,C5,2,RENT,25268.36,small_business,WA,21.17,0,116.04,14,18,2023-11-25,695,703,Individual,Fully Paid,0.10279999999999999,60,0.7175064478967632,21.17,Medium,0
13738,24397.94,60 months,17.54,613.48,F,F5,10,OTHER,19379.3,credit_card,IN,11.83,0,56.84,8,9,2023-07-15,604,618,Individual,Fully Paid,0.1754,60,0.7943006663677343,11.83,Very Low,0
13739,25660.11,36 months,12.56,859.17,D,D5,4,MORTGAGE,76389.26,home_improvement,CA,25.23,0,0.0,10,13,2023-12-16,673,680,Individual,Fully Paid,0.12560000000000002,36,2.976965414411707,25.23,Low,0
13740,18903.35,36 months,7.89,591.37,C,C3,8,OWN,54432.19,moving,OH,8.78,1,16.71,9,13,2021-02-07,691,702,Individual,Fully Paid,0.0789,36,2.8794996654032223,8.78,Medium,0
13741,39896.72,36 months,8.89,1266.66,C,C3,9,OWN,40885.95,other,NJ,19.28,0,45.275000000000006,12,15,2022-11-28,709,720,Individual,Fully Paid,0.0889,36,1.0247947700963889,19.28,Medium,0
13742,40000.0,36 months,11.67,1322.19,D,D1,5,MORTGAGE,57693.49,home_improvement,MD,22.39,1,0.0,6,12,2023-07-19,666,684,Individual,Fully Paid,0.1167,36,1.44233725,22.39,Low,0
13743,19382.08,60 months,12.7,437.98,D,D1,10,MORTGAGE,31837.63,vacation,NJ,34.66,0,50.12,14,18,2021-10-08,674,681,Individual,Fully Paid,0.127,60,1.6426322665059683,34.66,Low,0
